text,number_sentiment
Dont worry babe,1
 http://twitpic.com/4fzo7 - When you`ll come in Bulgaria??? You have a great fans here!,1
" happy #juddday, carrie",1
"Star Trek is awesome!! Kirk is hot, Spock is cool. It`s fun, cool and sexy. Definitely worth seeing. I saw it at the Cinerama.",1
 oo never played it  thats so good that u like 2 play games most females dont like too,1
 hey there? hope you`re all right. Just watching F1 Warm Up for GP Spain!,1
"I feel funny. Hmmp, better be an amazing **** day. why not?  I LOVE HOW I KNOW SAMMY ROVIN GOT A TEXT ABOUT THIS TWEET <3333",1
 Right on! Pull up a chair and welcome,1
 aww  loves you! way too cute ;),1
Congratulations to Manny 'Pacman' Pacquiao! You`ve made every Filipino proud of being a Filipino!,1
 Good morning and thank you for the re-tweet. Have a great day yourself.,1
 aww  I wish there was sun out here. Then I can get a tan!!!!  (walks it out) go meee go meeee,1
 Up is out?  I didn`t get the memo   It looks amazing.,1
"Crisis averted!  Phew! On a different note,  and ....you guys are making me so proud! tear!  wish i could have joined",1
 Ahh thats where i go the 6 year old fact. good old radio one!  what exams do you have tomorrow?,1
Well this is just lovely.  I am completely flattened by a back injury.  There goes the weekend.,1
 Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!,1
Hats off to a slightly unexpected yet very successful end to a grouling day!!! Night all,1
 thanks!!  my friends and I went and watched movies and ate chocolate chip pancakes at one of my friends` house. it was fabulous!,1
Happy Mother`s Day to all you mother`s in Twitterville!,1
 I loved it! You guys are amazing!,1
 thank u,1
" Happy Mother`s Day, Kadi!!",1
"Come on Kirk, hook up your Wii to the wifi....you can do eeet!",1
" HEY, BABEE. ) LOVE YOOOOUUU. >< RP time.",1
is wishing good night everybody,1
_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,1
 a celtics-lakers rematch sounds better don`t you think? lol,1
made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to ,1
so wanted to go to the Basshunter concert tonight.  so so so wanted to.,1
 No but I just checked and got it LOL. You are ok! I went live for a few minutes and everything is fine.,1
 oh kimmy really?  I give you one week from when you get home to hangout with me. I better get to see you. <3,1
 aww sweetie  you could always take a break and read or write something happier that`ll make you feel better,1
"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (****) LOL",1
" Oh, I see. Daily life shots? It`ll be interesting as well.",1
I love ! Thank you SO much for saying 'hi to Jenn & Laura' yesterday in Arcadia! My friend Shannon surprised me w/the vid,1
 aww we love you too,1
wishing you all a happy monday and a wonderful start to this week ! Make it a good one,1
 _face  and nana.wish i was there last night,1
love it when jonas brothers are in the trending topics. maybe taylors turn next,1
  glad your feeling abit better!  I think mine might be nearly gone now xD,1
 This is true... Clean clothes is a VERY good thing!   Enjoy your day! Love your new avatar BTW!,1
Happy Star Wars Day!!!,1
 No problem! Look forward to your next tweet.,1
" hi hun!!  i really loved your tutorial yday!  soooo much, it was one of the best tutorials i had watched in a long time!  ****",1
on youtube watching taylor on the today show wish i was there !,1
is listening to 'La La Land' i love it,1
He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq http://ff.im/2L63l,1
" Cheers John, thanks for following me. Look forward to your twitterings too. Think this`ll be a good place for my rants  ****",1
 Well best of luck,1
 i saw a piece of that movie...loved it,1
 I wish I couldn`t wrap my head around it  Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',1
 Your welcome hun!    They are all amazing people - make sure to say hello to them!,1
"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",1
IE8 nearing 6% according to my stats. FF 3.0.10 adoption rate amazes me,1
 weekend is going great  Yours?,1
is excited about so R and R for mother`s day,1
Working on several book projects that are due to be released within the next few months.  I need an extra pair of hands!  It`s all good...,1
" OMJ I loved it....it was a good laugh and Frankie did a great job, and you guys did too ~Agnes",1
 OMG i want to go too!  hahaha,1
 Absolutely! Just have a good backup for Romo for December.,1
" cool, so if you could help make that happen, & make sure it happens at least once in houston, that`d be great. k? thanks.",1
" ah its getting there  still a fair bit to go, but it`s coming together fairly well! aw  where are you from?",1
Wow.. TAGers ROCK!!!  Awesome performance,1
"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private `Vote`",1
good morning twiggas and twitches  http://bbltwt.com/sciif getcha motivation on,1
 ur welcome...anytime,1
" did you get them from california vintage? ahahah they have the BEST dresses, i want them but i dont have ebay",1
ok peeps have good morning I`m going to bed    hit me up later,1
FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days.,1
 glad u liked post  looking at the back end now...the sub 2 your blog is automatic. send url and i`ll verify.,1
i hope unni will make the audition . fighting dahye unni !,1
Thinkin` Twitter is interesting.,1
" Thanks, I`m glad you liked it. It`s a flower made of diamonds",1
" don`t frown my lil aussie, I still love you! *muah*",1
 god bless u and I hope the rest of your weekend is joyfull,1
 He was my reason for even going too haha.  Shaun of the Dead was too epic haha,1
Ugh what an amazing night. Time for bed! I know i`m gonna sleep well. And with no getting up early!  good night!,1
I want it to rain today! Like full thunderstorm style! But it probably won`t,1
" so I wanted to DM you back but I couldn`t cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ...",1
" I love the humor, I just reworded it. Like saying 'group therapy' instead`a 'gang banging'. Keeps my moms off my back.   Hahaha",1
 Sounds good to me! No more cleaning cynics orders. Haha. Good night. Talk tomorrow.,1
" THIS CALLS FOR A HIGH FIVE!  (Don`t miss, hotshot xD)",1
"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations",1
" demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",1
"well no phone today, we are waiting till June 9th to get a better deal sooooo  but its all good",1
greeting again every momma : Happy Momma`s Day!,1
 Today was fun  <333,1
 ur welcome  u finished ur speech (typed it and written notes),1
" I`ll try that, thanks",1
 ohhhh excellent song..hello my friend!,1
I am dying to hangout on a Friday afternoon...,1
"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x",1
" :O goodness, i havn`t heard it. i lovelovelove her old stuff though, the overture the underscore is the best album i think",1
"  It`s a pleasure , Will be wary of girlie marshmallows from now on lol  You might have saved my life .lol ;-)",1
OMG Great Day Today Went To A Art Thingy  And Noe I Really Want A Zune HD  And The Bed Part Its Raining  Come Out Mister Sun,1
"I`m at work, hoping to enjoy the day!!  Fingers are crossed!!",1
" Ooh, cutting. I like you",1
 Good Morning and thanks for the Retweet,1
hollie steel  bless her. but go dreambears <33333 hahahahaha,1
" Hehe ! Thanks for your advice  I choose the shoes, only three of them, so hard !!!",1
" Yep. I hope my lame attempt with the spaces helped me to hinder them, lol. I know tomorrow I guess.",1
i hope it doesnt rain tonight tomorrow my fam. comes to visit swimming pool and carne asada  if it rains the pool is going to be dirty,1
 I`m excited! Hust let me know when you want to go over to Lucky7 Tattoos,1
I **** love Alexander William Gaskarth,1
" -  I wanna go see them in Edinburgh  won`t happen though haha , yir lucky! And have funnnn  ****",1
"With that said, I`m out til later. Enjoy your day everyone!",1
wishes Happy mother`s day to all mothers!!!,1
My 2 favorite things. Fuzzball and Swine Flu  http://tinyurl.com/dhpol7,1
" o yea? awwww, how sweet!! U r good kids!",1
Excited for enfest yaaaay,1
 oh gaha no of course i wasn`t offended why would i be?  i`d love to play for you some day,1
  Happy Mothers day!! ****,1
Goodnight everyone  Happy Mothers Day to all of the mothers out there,1
 that blip is NOT to be misconstrued as qs on last night`s convo... it`s just a song i really love & that rocks my morning,1
looks like yet another beautiful day in London,1
"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!",1
"Oh, I`ve just watched the third episode of JONAS, it`s awesome.",1
 ohh and Coffee Break is my fave too! they rock!! LOL,1
" LOL she is okay, its just he songs are so catchy they get stuck in my head",1
 Haha thanks.,1
Ha ha ha  I know! Love it! Love him!,1
_gregor Great avatar,1
back from lunch and it`s pouring rain! ugh  ohh well at least it gets me into a Death Cab For Cutie mood!,1
Wearing 'purple with a passion' by OPI and I absolutely love it!!,1
 We said anyone could 'write one'...those special 10 selected are - of course - chosen because they are OUTSTANDING!,1
 awww  thanks lol - ermm what happened to the studying !? ha ha,1
 Goooood Morning Melody! Wishing you a Wonderful Mother`s Day with your family!,1
 I like that...gonna have to re-tell,1
" pretty much, thanks.  seeing if a little Gilbert & Sullivan will cheer me up more.",1
Had some lovely sugar puffs and just been playing with my amazing dog jack,1
i love the music video of you belong with me by taylor,1
 good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project,1
MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!,1
is having a quiet mothers day evening... happy mothers day to all the yummy mummies,1
 lol cute.  BTW Happy Mother`s Day lady,1
" Oh no! A lot of people are starting to tweet again! Hope you could still read our multiple tweets  Philippines tour, please?",1
Happy Mother`s Day to every single mom out there. I love my mommy,1
I love my big brother very much.,1
 Love it! You look fabulous and it was so nice to learn something new about you,1
" hope you have a great weekend,Paris",1
just had a bbq... YUM im full now,1
Happy Mother`s Day to all of the woman and the men who made them mothers.,1
"_luciano jailbreak went great, just not a tremendous amount of apps ready for 3.0 though. No winterboard yet",1
Happy mother`s day !!!!,1
wants to wish all the moms out there (and moms-to-be) a very happy Mother`s Day!,1
TIGERS! WOO! YOU`RE MY BABY! omfg. cleveland was a blast. sleeping.,1
with harry.. baked. love you cassie.. BUT YOU`RE NOT ONLINE!?,1
 Thanks for the link Geoff,1
"ahhh ... i don`t care, i love this movie in all it`s cheesy-ness",1
Is looking forward to a yummy dinner with mizz Kate jones this evening!,1
",.. oh the Mint Lounge ...AWESOME night",1
"Hi, i was just getting up now so i tought i could write something. Today i`m gonna go shopping! Soo fun, isn`****?",1
 Many many thanks!!!  (it`s about school!) Weeeee!!!,1
 great show,1
 Extremely excited! i`m 15 days behind you,1
listening to the new demo! This song is going to be fantastic once its done!,1
 The Priests were really good. Guess they wouldn`t be welcome on Late Late at the moment,1
_trick It`s all good  The next 6 months are going to be awesome.,1
FINALLY GOT THE BIKE I WANTED!,1
"Mom, where ever you are; Happy Mothers day",1
 let me know how it goes I`m praying. Ummmph. I still can`t believe it.,1
" AND, We have your fabulous interracial ****!  WOOT!",1
New comic posted. Introducing  'Joe! - The Mini Strip'  http://tinyurl.com/oasxx2 (via ) cute Mother`s day strip!,1
" Why yes, we did see  tonight. Delicious dinner by chef Geoff chez A-Lo/G-Mo.  Hope to see him again pre-departure",1
 ooohhh imma need you to get on that asap love you,1
I LOVE TWILIGHT !!!,1
"A little happy for the wine jeje ok it`sm my free time so who cares, jaja i love this day",1
": what a cute pic of the girls, and so vibrant.  I didn`t get anything cpeven close.",1
went to eastgardens and saw a lot of hillsong pastors there Now im going to Nicks for dinner. Cant wait to talk to you soon ,1
 loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone,1
"mmm... hot chocolate, ugboots and topgear... life is good.",1
has found a free wifi point ... and it`s sunny,1
"_: '  Good evening, kind sir *bows*' ? http://blip.fm/~5z7zv",1
" Dreams give rise to reality. When they said I wouldn`t   walk, my dream was to fly! Dream, Believe, Achieve!",1
" No, i dont think its bad. And its very well edited, too.",1
Download movie  'Ben 10: Alien Force' http://tinyurl.com/czb7b2 cool #movie,1
 so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g,1
 ily babe. Sweet dreams.,1
Finally going home! Its been a long night.. Ready to crash and have awesome dreams,1
Getting ready for school...hope today is a happy and awesome day,1
 hey u havent spoken to ur london bff for a while Whats up! wish i can vote  brody`s here soon ill tell him 2 vote 4u from me,1
" alison is great around miley love to meet her, when you see her can you tell her to give a shoutout to   #1 fan",1
 hmm Have to admit was a good episode and his man bag was rather fetching,1
 Knight...sweet dreams.,1
 i bet they will be great bags! Can`t wait!,1
I love the sunshine and the happiness it brings,1
 Seeing my friends and doing coursework  I have the weekend off work so I am happy!,1
"Oh, my God..... The end of the first course))) don`t believe in it) but, yeh, so many exams  La-la-la// everything is wonderful!!!!!!!!!!",1
  #followfriday thank you!  I`m still not even close to what I had as ,1
 you`re absolutely welcome.  i love you too and am happy i was able to help make that moment happen.,1
goodbye picnic for a classmate today  but the weather was **** beautifuul!!!,1
 comes to you. when is your atl show jljf i swear you will have fun they`re so much fun,1
watching my baby on snl !  baby you look greaaaaat ;),1
" thanks ALOT, stuck at work with it too",1
is going to her last full day of school. life is good.,1
FREE FREE FREE- just a pesky registration but after that  ENJOY http://bit.ly/rlQGu,1
_Morgan_  which 1? There r2 that I love and want to share  i just wish I`d made them-,1
Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I`m getting old,1
 I do now LOL.,1
 hahaha. do it  you`ll have a blast.,1
Wish I could go hear Mint Condition tommorow night,1
Happy Mother`s Day to all the mothers out there! Do have a good and enjoyable day,1
Just five more days. Five more long days. Ahh!,1
 I just texted you but I hope you know you are my favorite,1
i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!,1
 OK. good to know.,1
Smores plus jacuzzi equals amazing,1
just came bak from dancing with my NEEWWWW cd  haha im dancing again,1
 i hope everything works out for you at school  keep me updated and have a good day!,1
My sleeping beauties  I love my grads!! http://twitpic.com/4we5w,1
 back to the lovely land of the north,1
"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",1
" Yes, they clearly relished acting together, sparking off each other`s performance. And milking all the laughs!",1
 goood,1
Happy mother`s day to all the mom`s! Love you mom,1
 ooohhh. I understand. I never get sick of her so im on your moms side  I guess your dad just likes what he likes....lol,1
"Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I`m sorry 4 ur pain.",1
" Good plan, Peg --plus I like the sound of 'Money Monday'",1
 http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O,1
needs shows before wednesay!!! oh well... come one come all... Irvine Improv live @ Gotham Showcase 8pm  lots of good comics...then me.,1
I love when my ipod shuffles so all the good songs are all together,1
"thanks 2 become my friend,twitter..  selalu ada ruang untuk sahabat",1
 i love them,1
@_writersblock_  I`m having a bev by myself too. Sometimes you just have those kind of days and you need to relax,1
Happy 11th  I`m going to sleep now lolz,1
Having fun with all my dolls  tequillla...carne asada....and my mom dancing funny!,1
i won because im awesome,1
" Not really, injured so can`t do much exercise. The KG`s are coming on already. Also still looking to rent some place!!  Fun times!",1
Watched Coraline last night. It was really good. The animation was excellent and the creativity was inspirational.,1
 Ahhh I can only imagine what you`re looking at!! So luckyyy. Hope your having fun.,1
 hahaha that was funnyy!,1
another fun night!!  chilled wit my homie @ green turtle n the park....good times...good times.,1
Happy Mothers Day to all your moms!,1
"had an eventful weekend and nice week off, looking forward to a final chill out day",1
"is anxiously awaiting Rockets-Lakers game ... Yes, I finally got Tix for Games 3 & 4 .... Yeahhhhh",1
Just finished first workout on Jillian Michaels 30day making the cut program!  Feeling great  Hopefully the eating will be just as good,1
 Meant to ask how did the other night go? Did you enjoy the fight...did yas have an all-nighter?,1
Today is check in day for week 12 of the Artist`s Way! Hurray time to celebrate another good completed journey.,1
got 34/40 for exam 1... percentage doesnt look good.,1
Came tantalizingly close to acing a Facebook communism quiz. One question has 'I hope Britain will be next communist' as correct answer.,1
 yay!  excited?,1
 I love sausage too  #kitchenfire,1
Few Bevvies 2day in twn..great on a day off!!,1
 where and when is your next show? or upcoming ones? i really want to see you guys,1
 Happy Mother`s Day! Hope you have an awesome time with the Bug,1
Wish I was in London to personally witness the Nun Run! What a great idea for the opening of Sister Act`s new broadway show,1
  _c    Thank you for the FFs my friends!,1
 too short as usual...  but was awesome,1
 ohwwww  whatever I`m excited anyway.,1
13 hours til i`m on a plane. Ahhh yay,1
"'NAPPY`S' da new 'N' word....by da way, iLove my 'NAPPY' braids  iGot 'HANG-TIME' homie lol",1
" Awesome, congrats on completing it! (I can`t believe you cycled the distance to my cottage though in 1 day.  )",1
Bwahah I love the jackass movies!  I have chocolateeee!,1
" I get motivated by the fact that I know I`ll wake up and be more productive if I go, then if I sleep in, just me though",1
: saw it yesterday. Pretty good.,1
@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,1
 Woo Hoo.!  I made it to one of your Favorites!  See.... Monday`s Rock!!,1
 Hey Tom. Have your plans to make an concert in Denmark this year?  please reply ****,1
OH NO ZOMBIEPIX DON`T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP,1
 you need to share the h/w love! Some of us are still rocking 2008`s gear.,1
Ahhhhh now If You Go Away  by  is on  YAY my other fav song of theirs,1
okay the new jonas episode was awesome,1
 awww Mary I wish I could come but I`m going away 2morrow,1
 You gave me the inspiration for my last update.,1
New day in new home   happy mom day 2 me!,1
 Thanks for the #followfriday!,1
This is great!  I just found out that it`s Star Wars Day.       'May the 4th' be with you!  Have you hugged your Ewok today?,1
" - Bless you as well sweetie, and i hope you have a wonderful weekend",1
 Around better..  How are you ?,1
Watching Ryann!!  Gonna be a grand day!!!,1
_Rose *hugs* thanks. I don`t know how I`m going to fix this if I`m ever going to get my account back.,1
Happy Star Wars Day  Im going to make some pasta get showered and dressed and then watch some films. I like days off. I have 3 days off,1
" that is definitely an easier way of saying it, yes",1
 My Mom is a nurse practitioner&spent entire life devoted to the field.  The good ones deserve to be recognized! I`ll follow her,1
 *bows* glad to be of service,1
 yeah twitter is a lot of fun babe... especially when you`ve got ppl to talk to! lol & that sounds Goooooood lol,1
 jass warn me b4 u go to nxt war...i am there to have fun...,1
 I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you,1
The stratus is going bye bye today  i loved that car in high school #fb,1
" wooooo the tour has started yay, 13 days  have an awesome time! loved the video xD",1
 I`m ready homie..actually ima be working,1
 yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day,1
 good and you cup cake,1
 bless her lil socks... think they need to rethink the age thing me,1
Will cook a sumptuous lunch today,1
"Very very interesting night in Defiance to say the least... but hey, I got `Guys and Dolls` for free!",1
star treeeeek?! only one hot guy there  and i get to watch him do his hot stuff woo.,1
 SherriEShepherd gave the link for  http://www.brentozar.com/twitter. He gives Twitter tips. Hope this helps,1
Dow futures up 60 points in over night trading. Looks like May is off to a good start so far  /f,1
 i know  its nice haha,1
", Whered you end up going? I stayed in & watched SNL, one of the funnier shows theyve done this season.",1
i had a really good day today,1
GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,1
" hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there",1
I was looking forward to seeing  in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons,1
 You Got Twitter! Yayy  ****,1
" the only thing I know about star trek is the joke from tina fey`s twitter, 'may the 4th be with you'",1
 will be following you tomorrow!!  sleep well,1
" Oh, will do. I had to bring the soufflÃ¯Â¿Â½ home I`m SO full!  It`s delicious! One of my Philly favs.",1
  im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!,1
"Watched GossiP.Girl. Dan`s so funny, haha.",1
Currently working on a collab with Alynn Carter called Lost Inside which I`m very excited about,1
     Good morning to you !  Its so pretty outside today,1
Engaged May 1st to the best guy  I could not be happier! I love you Jay!,1
"Happy Mothers Day all!  Hugs and love, Zoe",1
  thanks hun!! I`m working hard over here...  thanks mama!! I yuhh you!!!,1
"CCÃ¯Â¿Â½s video for Long Gone premiers today on yahoo, dont miss it: http://new.music.yahoo.com/videos/premieres/ AWESOME video and version",1
 thanks for sharing,1
 : Sir ! Everything Will Be Great InShaa`Allah,1
" I just retweeted your jesus post as it made me laugh... don`t worry, wasn`t a subliminal code",1
Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh...,1
 Yay!  SNL is on!,1
today was a lovely day! I had fun with  and  this evening!,1
 jip i have a good one,1
i feel like a princess.  i love lingerie parties!,1
 No worries,1
"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs!  ? http://blip.fm/~5jq91",1
 dont cry for me! i will see u tomorrow.  muah.,1
  boo. I used to live in upland... Have funnnn,1
_twist86 **** is picking up!,1
" Yeah, it`s good! If you`re not going to use it, give it to me! I want to watch Star Trek",1
A very exciting week,1
still at home goodness,1
is so glad the weekend is here. Only one more week left of school with my kids.,1
thanks everyone for praying for President Aquino.  http://plurk.com/p/rreml,1
 good to know PLN`s Earthday doesn`t only happen in my neck of the woods,1
 that sounds awesome..,1
Shared Kim HÃ¯Â¿Â½ltermand - Portfolio: Shared by Kaare Finally a dane  IÃÂ´ve got the honor to do the amazing.. http://tinyurl.com/coypsl,1
learning to play guitar is one of the best things I have done out of boredom,1
 I wish you guys had gotten it on video,1
 THANK YOU LOVE!,1
 goodnight lovely,1
I want some pineapple! I miss my baby,1
 Thanks a lot! You`re very kind!  I just got back from a nice drive in the 500. Such a fun car to drive  Have a nice day!,1
'The Complete Black Books' just arrived ... looking forward to some entertaining #tv nights!  #dvd,1
"Cooking microwave pizzas, yummy",1
excited for YSJ Summer Ball - I wish we had one too,1
 Welcome  They are beautiful snow leopards.,1
 Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded,1
 lol awww lol i will i can`t do it now lol cauz i have to work  but i will make one and tell you love you 2 oxoxoteambreezy,1
"now it`s weekend! It`s so great!  I saw the rest of Twilight tonight, and i also have read fininsh  Break for know.. Could I do that?",1
_archie Haha it`s ok. Glad everything`s good. Happy always! Woohoo!,1
_D_ happy birthday,1
 A little `Chair Lift` tonight would be muchly appreciated,1
Seriously though. Amazing night.,1
 iloveyoumoreeee,1
"Rachel Allens date bars, so easy to make   http://twitpic.com/4jas7",1
"@ all mothers, Happy Mother`s Day, at all non-mothers, Happy Sunday, the 10th of May.",1
167 SQL queries to display one single deal page on OzBargain. Looks like I`ll have fun optimising it!  Bad bad Drupal...,1
rather excited about my hospital placement starting on monday. I get to give needles and take blood,1
 - just took over the #1 Most Endorsed spot on twindexx.com - thanks to the endorsement by ,1
_x3 you are too sweet girl!! My food was soooo good,1
loves the cancuks  <3,1
 Have a great time in London,1
"I am so grateful I am your daughter!  Happy Mother`s Day, Okasan.  Thank you for everything... always!",1
 that is comedy  good luck my friend!,1
 Indeed. Thanks for sharing that! Now I can go to sleep giggling. Night!,1
Another HD - my lecturer was gob smacked by how good our presentation was,1
I love being in charge,1
 don`t worry  just sleep.,1
 my sleep pattern is screwed i need to try and stay up 2 midnight so i can get some decent sleep coz i havent slept,1
" Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place",1
heading out to the park with the kids - hope it does not rain -looking cloudy?,1
" Hahahah, I will be using that saying from now on!",1
I still can`t believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!,1
 http://twitpic.com/24mer - i like Mr Piggls I mean Pickles!!,1
 bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,1
happy mother`s day! everyone have a great day and make sure you go see ya mommas,1
Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don`t worry about me. I`ll be ok.,1
just come in from the garden. It is very warm out there but beautiful. Didnt do much revision though,1
 you`re right about the duckies  thanks for being such a big help with wrapping & writing up!,1
Ohhhhh what a line,1
Relaxing after a busy week and a tedious Saturday . . .,1
 Great... I`ll check it when I get off work...  They block Sims at work...,1
I am off to bed now....my family has a wonderful day planned for me today      Happy Mother`s Day,1
 The bag looks stylish. Congrats!,1
can u believe the architect who planned a tar-black promenade in this small town won an international prize?and everyone who walks & jogs,1
 ok I just love it when big buff tattoed (preferably Christian)  men strut...fluffy dogs are optional,1
whats going on tonight?!?!?! lets partyyyyy!,1
nothings better then going out for chinese at the supperinn with ma fave cousins at 1am,1
 Oh no!  I hope you find your kitten,1
Finally gonna try and fall asleep goodnight.. More like morn... I sleeP,1
"Well, I effed the iphone.  It was nice knowing you",1
 baby help me with math,1
_UK Argh Twitter didnt post my replies and tweets for ages  Aint up to much just enjoying the sun!,1
Happy Star Wars Day ...  'May the 4th be with you'.... read http://tinyurl.com/axsujx for more ;),1
"we went, we bought, we conquered! and we came back with the most delicious custard croissant",1
 Happy mothers day,1
" Don`t worry, you`ll get your stamina back soon  What kind of distances do you run usually?",1
 aaawww  no worries fresh start to work on growing it out again,1
What a nice young guy at dunkin donuts let me go first,1
" yeah she`s part lab, part spaniel.. all energy hehe but i love her to death",1
ooooh.... I have a headache.  Got to go to work now,1
"Just wanted to say, positivity is doin me good! Change it up! Won`t regret it... Forsure..",1
 peace & quiet.  Enjoy it while it lasts!,1
Happy Mother`s Day to all you moms out there,1
 Looking forward to following your journey on this endeavor - just subscribed to your blog,1
 good catch!  Thanks a bunch- have to put up a new widget.,1
 well gracias  haha and why is that? the plays?,1
  buy yay for your shoot...hope it goes well!  What is it for?,1
 Just discovered your `Band from TV`... you guys are really good! Love the music,1
morning darlin`  Hope you`re feelin` tip-top  ? http://blip.fm/~5z7zs,1
"Well, I just need to get some motivation, and also, to do my homework, and essay... And.... it`s such a lovely day! How?",1
is chilling at home,1
"At work surprisingly happy all things considered, ahhhh loveliness",1
" can`t wait for it. i love your scripts. honestly, you should have a future career as a script writer  - Stock Twits",1
 lol i`ll have to look on youtube later  thanks,1
today was the BEST <3 eff yeah i <3 ,1
"Right, is too glorious a day to be sat inside....must go and do something more active! Have a good day all",1
 I guess that`s true!,1
_west and by music I meant awesome Christian artists.,1
woke up from napping  finally got the sleep i needed,1
"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",1
 I need one too.,1
Good morning! I`m just woke up it`s Mother`s Day,1
_KittyKat That`s very nice of him.,1
 thank you! It`s sunny outside so that`s a good start,1
"_Kaufer You cant argue w/them, as they actually have zero things to complain about so they make stuff up",1
"#SanctuarySunday  it`s our mission to make #Sanctuary a trending topic for the day, lots of people on board for it...join in",1
Just watched The Goode Family premiere online... And I think this may be the last episode I watch. It`s pretty amazingly mediocre  pass.,1
IDIOTat)tux11 That`s cool.  Th*nks for the follow.   (techyuppie) #IDIOT,1
" wouldn`t that cost quite a bit, I mean flying pizza from China? Nice fusion idea I may have to experiment",1
 Do a tour in the Philippines sometime.  A lot of fans here would really love that!,1
 cup cakes are sooo yummy - but would have 2 have coffee chaser- u know where that can lead,1
: thx for the follow!,1
  May the 4th be with you too,1
 No. That would be too easy. All I have is the user manual which is not enough for me to claim his bike,1
 I sorry,1
Happy Mother`s Day.....................I had a gr8 day with my kids & my MUM,1
ran over a worm skating...  poor wormie. but glad to be back.,1
 I read them a couple of weeks ago  They work really well with the movie.,1
" Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day",1
"Hey Oprah just watched the show with Hugh Jackman, I love him too, he is so sexy",1
 Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.,1
_Divine take my advice lookin through the phone cost me my relationship,1
 Oh! Don`t you just love these Vodafone series of Ads ... The best picturisation ever,1
Averaged $31 per hour at work today! Gotta love holidays,1
wanna do some sessions with ronnie he da bomb u know?,1
_Gamefan Thanks  I love 'Misery Business'; Paramore is such a great band!,1
happy Mother`s Day to all the moms out there,1
Happy Star Wars Day! May the 4th be with you!  http://tr.im/kq95,1
 Alternate name for a 'Bacon Mary'... A 'Bloody Piggy!' ;) (I have to give my boyfriend credit for that idea!),1
Goood Afternooon,1
"http://bit.ly/5e7dr  this is cool, van helden.",1
 loved our lil tent-side jam session/mosh pit!!! EDGEFESSSSSST!!!,1
_Wesely he he   love it.,1
 dont ya know? people love the human society,1
"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O",1
